x,y,score,orientation,width,height,template_id,band_id,cpin
8109,3921,0.8652029037475586,V,30,40,3,-1,
4432,6138,0.8651240468025208,V,30,40,0,-1,
7204,2858,0.8648545742034912,H,40,30,4,-1,
5421,5640,0.864851176738739,H,40,30,0,-1,
6741,5718,0.8648300170898438,V,30,40,3,-1,
5635,4677,0.8648133873939514,H,40,30,0,-1,
8238,5391,0.8647235035896301,V,30,40,5,-1,
4655,5016,0.8644676804542542,H,40,30,5,-1,
7173,3180,0.8643669486045837,H,40,30,0,-1,
8023,2449,0.8640300035476685,V,30,40,7,-1,CAS1_N
8533,5434,0.8633230924606323,V,30,40,0,-1,
5325,2858,0.8632790446281433,H,40,30,4,-1,
3849,4522,0.8630677461624146,H,40,30,1,-1,
3914,6601,0.8624448776245117,H,40,30,4,-1,
8066,5434,0.8623204827308655,V,30,40,0,-1,
6800,4523,0.861937403678894,H,40,30,1,-1,
4175,6138,0.8615909218788147,V,30,40,0,-1,
3492,7240,0.8615832924842834,V,30,40,0,-1,
2205,8071,0.8613275289535522,V,30,40,8,-1,
5372,2850,0.8610655069351196,V,30,40,3,-1,
5628,3486,0.8606399893760681,V,30,40,0,-1,
6707,6557,0.8604140877723694,H,40,30,5,-1,
4139,5725,0.8601513504981995,H,40,30,0,-1,
4055,2812,0.8599620461463928,H,40,30,5,-1,
3968,5382,0.8597022891044617,H,40,30,0,-1,
7727,3067,0.8594614863395691,H,40,30,5,-1,
6664,4056,0.8593695163726807,H,40,30,3,-1,
5159,4669,0.8592315912246704,V,30,40,3,-1,
4226,4310,0.8587376475334167,H,40,30,5,-1,
4140,4269,0.858532190322876,H,40,30,3,-1,
4953,3927,0.8581734299659729,H,40,30,0,-1,
7558,5426,0.8581390976905823,H,40,30,0,-1,
6321,3927,0.8579928874969482,H,40,30,0,-1,
4727,3926,0.8578919768333435,H,40,30,1,-1,
6535,3561,0.857600212097168,H,40,30,5,-1,
7731,6087,0.856794536113739,H,40,30,5,-1,
5209,4634,0.8562633395195007,H,40,30,0,-1,
6827,5519,0.8552374839782715,V,30,40,0,-1,
6954,3515,0.8551551699638367,V,30,40,3,-1,
8576,4685,0.8550809621810913,V,30,40,0,-1,
4697,3265,0.8549284934997559,H,40,30,0,-1,
5977,5683,0.854435920715332,H,40,30,0,-1,
2153,6151,0.8540100455284119,H,40,30,7,-1,BA6
8288,4634,0.8535782694816589,H,40,30,5,-1,
5032,4262,0.8530727624893188,V,30,40,4,-1,
6920,3926,0.8527956008911133,H,40,30,5,-1,
5112,3521,0.852587878704071,H,40,30,4,-1,
3578,6352,0.8523396253585815,V,30,40,0,-1,
8533,2898,0.8522337675094604,V,30,40,0,-1,
4910,6088,0.8518931865692139,H,40,30,0,-1,
5806,6303,0.8517760634422302,H,40,30,0,-1,
5721,3606,0.8516616225242615,H,40,30,0,-1,
3798,5597,0.851614773273468,H,40,30,7,-1,
6962,4313,0.8511345982551575,H,40,30,0,-1,
4183,4268,0.8498224020004272,H,40,30,5,-1,
7088,6261,0.848739743232727,H,40,30,0,-1,
3494,6262,0.848665714263916,V,30,40,5,-1,
7380,3187,0.8485997319221497,V,30,40,0,-1,
4739,6559,0.8482958674430847,H,40,30,0,-1,
8490,5141,0.8481496572494507,V,30,40,0,-1,
2157,2500,0.8480809926986694,H,40,30,7,-1,CVRVT
8447,5023,0.847797691822052,V,30,40,0,-1,
6193,7009,0.847137451171875,H,40,30,3,-1,
5409,8058,0.8470340371131897,V,30,40,0,-1,
3535,4748,0.8469021320343018,V,30,40,5,-1,
8115,3223,0.8456786274909973,H,40,30,0,-1,
6835,3927,0.8455355763435364,H,40,30,5,-1,
5082,2770,0.8454898595809937,H,40,30,5,-1,
4556,6216,0.8454287052154541,H,40,30,4,-1,
7077,4634,0.8447823524475098,H,40,30,1,-1,
3704,6598,0.8444967865943909,V,30,40,0,-1,
8447,5337,0.844460129737854,V,30,40,0,-1,
3450,4523,0.8440750241279602,V,30,40,0,-1,
5764,4634,0.8440148234367371,H,40,30,3,-1,
3492,7079,0.8433642983436584,V,30,40,3,-1,
3797,6602,0.8433424234390259,H,40,30,0,-1,
3407,7079,0.8432270288467407,V,30,40,0,-1,
6193,3561,0.8429203629493713,H,40,30,5,-1,
8618,6685,0.8421297073364258,V,30,40,0,-1,
6021,3264,0.8419389128684998,H,40,30,3,-1,
8703,4981,0.8419250249862671,V,30,40,0,-1,
7380,3892,0.8416771292686462,V,30,40,0,-1,
7601,3885,0.8416041135787964,H,40,30,0,-1,
5421,5469,0.8413664698600769,H,40,30,0,-1,
5932,5271,0.8407860398292542,H,40,30,5,-1,
3492,5271,0.8407161235809326,V,30,40,0,-1,
8575,6172,0.8397148251533508,V,30,40,0,-1,
8704,6686,0.8396580815315247,V,30,40,0,-1,
3492,5977,0.8394531607627869,V,30,40,0,-1,
6379,5103,0.8390909433364868,H,40,30,1,-1,
8174,3072,0.8390514850616455,H,40,30,1,-1,
4989,6395,0.8379625082015991,V,30,40,0,-1,
8330,6089,0.8378201723098755,H,40,30,3,-1,
6749,6966,0.8378064036369324,H,40,30,3,-1,
3848,3067,0.8377482295036316,H,40,30,1,-1,
6997,6599,0.837216854095459,V,30,40,0,-1,
3712,3884,0.8370394706726074,H,40,30,0,-1,
6987,8057,0.8369174003601074,V,30,40,3,-1,AUXDHC1_N
4304,6637,0.8367993831634521,V,30,40,4,-1,
4455,3603,0.836769163608551,H,40,30,5,-1,
4455,2898,0.8360297679901123,H,40,30,5,-1,
3659,4745,0.835823118686676,V,30,40,5,-1,
4269,7009,0.8354690670967102,H,40,30,3,-1,
4455,4353,0.8327383995056152,H,40,30,5,-1,
8661,6685,0.8326176404953003,V,30,40,0,-1,
8287,5383,0.8310966491699219,H,40,30,3,-1,
8696,8058,0.8310490250587463,V,30,40,0,-1,CPRST_N
3620,5977,0.8310433030128479,V,30,40,1,-1,
3279,5303,0.8306428790092468,V,30,40,0,-1,
9043,8059,0.8302915692329407,V,30,40,0,-1,PBRST
3364,5303,0.830089271068573,V,30,40,0,-1,
6107,6966,0.8300349712371826,H,40,30,3,-1,
6072,5977,0.8296237587928772,H,40,30,1,-1,
7599,6855,0.829481840133667,H,40,30,5,-1,
7060,6687,0.828880786895752,H,40,30,5,-1,
8703,5851,0.8286569118499756,V,30,40,0,-1,
8575,2898,0.8279921412467957,V,30,40,0,-1,
7430,6132,0.8279460072517395,H,40,30,0,-1,
6232,5976,0.8277386426925659,H,40,30,5,-1,
7894,3387,0.8277137279510498,V,30,40,3,-1,
4480,5270,0.8275005221366882,H,40,30,5,-1,
6142,6552,0.8272887468338013,V,30,40,3,-1,
5804,4522,0.8272413611412048,H,40,30,5,-1,
8575,3176,0.8267481923103333,V,30,40,0,-1,
7076,3179,0.8254982829093933,H,40,30,1,-1,
3968,4677,0.8252527117729187,H,40,30,0,-1,
2154,4441,0.8230277895927429,H,40,30,7,-1,BD3
3790,4812,0.8224233388900757,V,30,40,0,-1,
5772,5271,0.8212122917175293,H,40,30,1,-1,
2153,7008,0.8211350440979004,H,40,30,7,-1,BA7_2
8073,6646,0.8206139802932739,H,40,30,6,-1,
8575,5023,0.820598840713501,V,30,40,3,-1,
4728,5725,0.8204321265220642,H,40,30,4,-1,
2153,7951,0.8198074698448181,H,40,30,7,-1,WAIT
8575,5337,0.8194852471351624,V,30,40,0,-1,
5457,4855,0.8194556832313538,V,30,40,0,-1,
3705,7016,0.8192175626754761,V,30,40,5,-1,
8175,2901,0.8186609148979187,H,40,30,4,-1,
7987,3885,0.8180167078971863,H,40,30,0,-1,
5294,4677,0.8179202675819397,H,40,30,0,-1,
6565,2814,0.817203938961029,H,40,30,1,-1,
4926,5101,0.8170431852340698,H,40,30,5,-1,
2153,7994,0.8167774081230164,H,40,30,7,-1,BUVAK
5592,6260,0.8167036175727844,H,40,30,0,-1,
5749,3774,0.816070556640625,H,40,30,0,-1,
6578,3927,0.8158449530601501,H,40,30,3,-1,
4320,5270,0.8154816627502441,H,40,30,1,-1,
3535,5271,0.8153308629989624,V,30,40,3,-1,
3626,6089,0.8152436017990112,H,40,30,0,-1,
8661,5851,0.8146472573280334,V,30,40,0,-1,
4004,7015,0.814337432384491,V,30,40,0,-1,
4455,3776,0.8143199682235718,H,40,30,1,-1,
8490,5337,0.8143163919448853,V,30,40,0,-1,
4308,6854,0.8141250014305115,H,40,30,5,-1,
8576,6685,0.8126376867294312,V,30,40,0,-1,
8533,4321,0.812127411365509,V,30,40,0,-1,
3280,2451,0.8118162155151367,V,30,40,5,-1,BA14
4697,5059,0.8115366101264954,H,40,30,5,-1,
5865,6859,0.8114421367645264,H,40,30,1,-1,
4993,3066,0.8102801442146301,H,40,30,5,-1,
3752,7048,0.8098428249359131,H,40,30,7,-1,
5935,3563,0.809510350227356,H,40,30,0,-1,
3543,3179,0.8089344501495361,H,40,30,0,-1,
7746,5275,0.808716893196106,H,40,30,1,-1,
7902,4314,0.8086283206939697,H,40,30,3,-1,
4755,6858,0.8084346652030945,H,40,30,1,-1,
3798,5553,0.8073564171791077,H,40,30,7,-1,
3450,3773,0.807300865650177,V,30,40,1,-1,
4008,3066,0.8070122599601746,H,40,30,5,-1,
3925,6088,0.8062102198600769,H,40,30,0,-1,
3407,4523,0.8052884936332703,V,30,40,0,-1,
6251,4527,0.80525803565979,H,40,30,1,-1,
5644,4523,0.8052120804786682,H,40,30,1,-1,
8618,5851,0.8045266270637512,V,30,40,3,-1,
5039,6217,0.8041461110115051,H,40,30,6,-1,
4926,5274,0.8040176033973694,H,40,30,1,-1,
7403,4527,0.8037450909614563,H,40,30,1,-1,
5436,2898,0.8034912943840027,H,40,30,5,-1,
4009,4521,0.8032569289207458,H,40,30,5,-1,
7139,5272,0.8032422065734863,H,40,30,1,-1,
3912,4631,0.8029605150222778,H,40,30,5,-1,
4455,4526,0.802758514881134,H,40,30,1,-1,
4097,6087,0.8027467131614685,H,40,30,3,-1,
8490,5851,0.8021115660667419,V,30,40,0,-1,
2153,7692,0.8013954758644104,H,40,30,7,-1,IORQ
2155,3585,0.8008666634559631,H,40,30,7,-1,BD2
3536,3068,0.8007164001464844,V,30,40,0,-1,
3492,3774,0.800704836845398,V,30,40,0,-1,
8447,5851,0.8001976609230042,V,30,40,0,-1,
5260,6855,0.7999653816223145,H,40,30,1,-1,
7840,8059,0.7997174263000488,V,30,40,0,-1,RST_N
4782,6131,0.7988645434379578,H,40,30,0,-1,
6379,5275,0.7981638312339783,H,40,30,1,-1,
8575,5141,0.7937124371528625,V,30,40,3,-1,
6279,3884,0.7925465703010559,H,40,30,3,-1,
8575,5850,0.7921097874641418,V,30,40,1,-1,
7299,5271,0.7914631962776184,H,40,30,5,-1,
4755,6685,0.7912061810493469,H,40,30,5,-1,
8046,6859,0.7893587350845337,H,40,30,1,-1,
3567,8055,0.7891901135444641,V,30,40,8,-1,
6678,5981,0.7891767024993896,H,40,30,1,-1,
4441,6965,0.7886887788772583,H,40,30,5,-1,
4148,6855,0.786726713180542,H,40,30,1,-1,
7294,6311,0.7854018211364746,V,30,40,0,-1,
6743,4355,0.7843314409255981,H,40,30,6,-1,
3400,4634,0.7841326594352722,H,40,30,0,-1,
5380,7009,0.7838220596313477,H,40,30,3,-1,
4997,4633,0.7837800979614258,H,40,30,3,-1,
4269,3926,0.7833648324012756,H,40,30,3,-1,
3836,2901,0.7827730774879456,H,40,30,8,-1,
8490,4320,0.7816107273101807,V,30,40,1,-1,
5419,6854,0.7793794870376587,H,40,30,5,-1,
5437,3071,0.7787047028541565,H,40,30,1,-1,
6458,6855,0.7777111530303955,H,40,30,1,-1,
8533,5337,0.777019739151001,V,30,40,0,-1,
6678,5809,0.7768257856369019,H,40,30,5,-1,
7403,4354,0.7767902612686157,H,40,30,5,-1,
2161,2557,0.7767766118049622,H,40,30,7,-1,BD0
6277,7051,0.7766050696372986,H,40,30,0,-1,
5721,6088,0.7761815190315247,H,40,30,0,-1,
5631,4357,0.7758623957633972,H,40,30,8,-1,
4654,3350,0.7758583426475525,H,40,30,0,-1,
7745,5102,0.7758353352546692,H,40,30,5,-1,
4307,5104,0.7755008935928345,H,40,30,8,-1,
5965,3605,0.774969220161438,H,40,30,1,-1,
5864,6686,0.7746801376342773,H,40,30,5,-1,
6445,6689,0.7745676636695862,H,40,30,8,-1,
7554,2902,0.7745543718338013,H,40,30,8,-1,
8575,4321,0.774380624294281,V,30,40,0,-1,
3577,5978,0.7713271379470825,V,30,40,0,-1,
3488,3021,0.7706547379493713,H,40,30,4,-1,
4602,2900,0.7704749703407288,H,40,30,4,-1,
7061,6859,0.770282506942749,H,40,30,1,-1,
6618,6854,0.7683249711990356,H,40,30,5,-1,
5110,7052,0.7673788666725159,H,40,30,0,-1,
5204,6687,0.7672480940818787,H,40,30,6,-1,
3792,4353,0.7656223177909851,H,40,30,5,-1,
4390,3485,0.7646592855453491,V,30,40,1,-1,
3836,4356,0.7637339234352112,H,40,30,8,-1,
8192,6689,0.7635737061500549,H,40,30,4,-1,
4008,3772,0.7632272243499756,H,40,30,5,-1,
6015,5809,0.7623772621154785,H,40,30,5,-1,
4455,3071,0.7617700695991516,H,40,30,1,-1,
4601,3604,0.7601040005683899,H,40,30,1,-1,
7090,4226,0.7586034536361694,H,40,30,5,-1,
5586,4355,0.7565794587135315,H,40,30,6,-1,
6672,4516,0.7557207942008972,V,30,40,8,-1,
8321,2901,0.7542659044265747,H,40,30,4,-1,
7550,4356,0.7525959014892578,H,40,30,4,-1,
3792,3605,0.7522190809249878,H,40,30,6,-1,
6397,4355,0.7519379258155823,H,40,30,1,-1,
6059,5813,0.7514575123786926,H,40,30,8,-1,
8372,7010,0.7506284713745117,H,40,30,0,-1,
5760,5105,0.7505387663841248,H,40,30,8,-1,
4602,4355,0.7500494122505188,H,40,30,4,-1,
6401,6687,0.7498859763145447,H,40,30,6,-1,
4777,2899,0.7485756874084473,H,40,30,6,-1,
5715,5102,0.7473618388175964,H,40,30,5,-1,
6959,4523,0.7439000606536865,H,40,30,3,-1,
7013,5265,0.7434982657432556,V,30,40,8,-1,
3614,4686,0.7428168654441833,H,40,30,1,-1,
6011,6687,0.7426719665527344,H,40,30,1,-1,
3721,3766,0.74265456199646,V,30,40,8,-1,
4191,5263,0.7423667311668396,V,30,40,8,-1,
5054,5271,0.7420542240142822,V,30,40,8,-1,
3836,3607,0.7419569492340088,H,40,30,8,-1,
4135,6689,0.7415552735328674,H,40,30,8,-1,
5583,2899,0.7408842444419861,H,40,30,1,-1,
7438,3061,0.7402449250221252,V,30,40,8,-1,
3720,4515,0.73935866355896,V,30,40,8,-1,
3791,2899,0.7389581799507141,H,40,30,6,-1,
5248,6689,0.7385858297348022,H,40,30,8,-1,
6305,5225,0.7364959120750427,V,30,40,8,-1,
4263,5101,0.735702395439148,H,40,30,5,-1,
6526,5104,0.7336282134056091,H,40,30,4,-1,
7310,6849,0.7335144877433777,V,30,40,8,-1,
5636,6857,0.7334917783737183,H,40,30,8,-1,
5944,5969,0.7324946522712708,V,30,40,8,-1,
5072,5103,0.7322424650192261,H,40,30,1,-1,
7083,5103,0.7312417030334473,H,40,30,5,-1,
6807,5977,0.729986310005188,V,30,40,8,-1,
8448,6311,0.7299244403839111,V,30,40,3,-1,
8100,3022,0.7297520041465759,V,30,40,8,-1,
4381,3726,0.7286632657051086,V,30,40,8,-1,
4091,6687,0.7262847423553467,H,40,30,6,-1,
4019,6848,0.725287675857544,V,30,40,8,-1,
5212,3068,0.7231248021125793,H,40,30,4,-1,
7893,5104,0.7230641841888428,H,40,30,4,-1,
6578,6966,0.7229862809181213,H,40,30,3,-1,
8324,5928,0.72281813621521,H,40,30,8,-1,
7127,5106,0.7227962017059326,H,40,30,8,-1,
5363,3021,0.7190679311752319,V,30,40,8,-1,
4852,5224,0.718892514705658,V,30,40,8,-1,
6953,6602,0.7182183265686035,H,40,30,4,-1,
7510,2901,0.7181776165962219,H,40,30,6,-1,
7207,6688,0.7181466817855835,H,40,30,1,-1,
6379,4523,0.7172678709030151,V,30,40,8,-1,
6825,5811,0.7172553539276123,H,40,30,4,-1,
6989,6809,0.7172070741653442,V,30,40,8,-1,
4821,2901,0.7152500748634338,H,40,30,8,-1,
6000,5970,0.7151669263839722,V,30,40,5,-1,
6728,4516,0.7151400446891785,V,30,40,5,-1,
7439,6856,0.714974045753479,H,40,30,1,-1,
6836,6856,0.7147025465965271,H,40,30,4,-1,
4226,4524,0.7144039869308472,H,40,30,8,-1,
6705,3521,0.7139334082603455,H,40,30,0,-1,
6161,4527,0.7136843204498291,H,40,30,3,-1,
6416,5927,0.713659942150116,V,30,40,8,-1,
6386,6848,0.7133369445800781,V,30,40,5,-1,
7655,5276,0.7129359841346741,H,40,30,3,-1,
7494,3063,0.7122506499290466,V,30,40,1,-1,
6150,5272,0.7116677761077881,H,40,30,1,-1,
5189,6848,0.710400402545929,V,30,40,5,-1,
3776,3767,0.7100538015365601,V,30,40,1,-1,
5565,3067,0.7092400193214417,V,30,40,8,-1,
8661,5295,0.7086478471755981,V,30,40,0,-1,
7972,6810,0.7084426283836365,V,30,40,8,-1,
6714,5926,0.7082176804542542,H,40,30,8,-1,
7671,5225,0.7081539630889893,V,30,40,8,-1,
5586,5929,0.7076059579849243,H,40,30,8,-1,
7591,4524,0.7063394784927368,V,30,40,5,-1,
7175,4525,0.7052631974220276,H,40,30,8,-1,
8538,6806,0.7046974301338196,H,40,30,8,-1,
6787,4357,0.704112708568573,H,40,30,8,-1,
7381,6688,0.7037834525108337,H,40,30,6,-1,
7041,5929,0.7026200294494629,H,40,30,8,-1,
6023,4524,0.702226459980011,H,40,30,4,-1,
7817,6856,0.7021482586860657,H,40,30,1,-1,
8110,5221,0.7014249563217163,H,40,30,8,-1,
4644,4523,0.701371431350708,V,30,40,5,-1,
4192,3017,0.7013095021247864,V,30,40,8,-1,
5643,5264,0.6998292803764343,V,30,40,8,-1,
5791,6809,0.6995819807052612,V,30,40,8,-1,
3720,3060,0.6995364427566528,V,30,40,8,-1,
7482,5222,0.6991772055625916,V,30,40,8,-1,
5987,4473,0.6976726055145264,V,30,40,8,-1,
7955,6860,0.6970614790916443,H,40,30,3,-1,
6289,5275,0.6959455609321594,H,40,30,1,-1,
7329,4477,0.6953773498535156,V,30,40,8,-1,
4397,2856,0.6950002908706665,H,40,30,0,-1,
7516,5274,0.6947548985481262,H,40,30,8,-1,
6604,5931,0.6939706206321716,V,30,40,8,-1,
6743,5221,0.6938512325286865,H,40,30,8,-1,
6589,5981,0.6934627294540405,H,40,30,1,-1,
6801,6805,0.6933326721191406,V,30,40,8,-1,
3776,3061,0.6928818225860596,V,30,40,1,-1,
6116,5221,0.692592442035675,V,30,40,8,-1,
4644,3068,0.6919654011726379,V,30,40,5,-1,
8081,6805,0.6914213299751282,H,40,30,8,-1,
4192,3722,0.6911948919296265,V,30,40,8,-1,
6451,5978,0.6911036372184753,H,40,30,4,-1,
4584,3772,0.6908300518989563,V,30,40,8,-1,
8174,6856,0.690008282661438,V,30,40,8,-1,
4584,4522,0.6895343065261841,V,30,40,8,-1,
3451,3068,0.6894009709358215,V,30,40,1,-1,
7140,4473,0.6893573999404907,V,30,40,8,-1,
7782,6806,0.6889758706092834,V,30,40,8,-1,
5699,5266,0.688901960849762,V,30,40,1,-1,
6866,5979,0.688898503780365,V,30,40,6,-1,
4691,5927,0.6888247132301331,H,40,30,8,-1,
4901,6687,0.6878727078437805,H,40,30,1,-1,
7381,3019,0.6878513097763062,H,40,30,8,-1,
4681,6808,0.6872146725654602,V,30,40,8,-1,
8302,3068,0.6863604784011841,V,30,40,8,-1,
6973,6859,0.6862831711769104,H,40,30,3,-1,
4665,6859,0.6860286593437195,H,40,30,3,-1,
6315,3017,0.6858434677124023,H,40,30,8,-1,
4170,3519,0.6853395700454712,H,40,30,4,-1,
4192,4472,0.6852471232414246,V,30,40,8,-1,
5625,3068,0.6849848628044128,V,30,40,6,-1,
4836,5275,0.6849148869514465,H,40,30,3,-1,
4381,3021,0.6846508979797363,V,30,40,8,-1,
5203,3722,0.6836172938346863,H,40,30,0,-1,
5160,4306,0.6835183501243591,V,30,40,1,-1,
7946,3069,0.6834632158279419,H,40,30,4,-1,
4082,3010,0.6833357810974121,V,30,40,7,-1,
7367,6849,0.6830919981002808,V,30,40,5,-1,
5571,4518,0.6828728318214417,V,30,40,1,-1,
7211,3018,0.6825168132781982,H,40,30,8,-1,
4083,3715,0.6816344857215881,V,30,40,7,-1,
3827,6644,0.6812853813171387,H,40,30,1,-1,
7938,4474,0.6812359690666199,H,40,30,8,-1,
7874,5272,0.681035578250885,V,30,40,8,-1,
4883,6855,0.6806064248085022,V,30,40,8,-1,
5800,3018,0.6803613901138306,H,40,30,8,-1,
9684,2538,0.6799867153167725,H,40,30,8,-1,
6176,4477,0.6798672080039978,V,30,40,8,-1,
3664,3724,0.6796927452087402,H,40,30,8,-1,
4365,3776,0.6796154975891113,H,40,30,3,-1,
8210,3016,0.6794162392616272,H,40,30,8,-1,
5204,5928,0.6775336265563965,H,40,30,8,-1,
4288,5920,0.6772931814193726,V,30,40,8,-1,
4526,6857,0.6770777702331543,H,40,30,8,-1,
5493,6799,0.6770280599594116,V,30,40,7,-1,
5660,7833,0.6765773296356201,H,40,30,8,-1,
8362,3069,0.676552951335907,V,30,40,5,-1,
4365,4526,0.6764683723449707,H,40,30,3,-1,
6337,7099,0.6764320731163025,H,40,30,8,-1,
6504,7453,0.6761152148246765,V,30,40,8,-1,
5901,6803,0.6748206615447998,H,40,30,8,-1,
4761,3062,0.6747114658355713,V,30,40,1,-1,
6913,5223,0.6746307015419006,H,40,30,8,-1,
4791,6802,0.6745042204856873,H,40,30,8,-1,
6415,5219,0.6742258667945862,H,40,30,8,-1,
7373,5215,0.673546314239502,V,30,40,7,-1,
5133,6848,0.6729573607444763,V,30,40,8,-1,
3706,5221,0.6714611649513245,H,40,30,8,-1,
5068,3010,0.6705092787742615,V,30,40,7,-1,
7438,4472,0.6703630089759827,H,40,30,8,-1,
3776,4515,0.6697790026664734,V,30,40,5,-1,
7033,4466,0.6697595119476318,V,30,40,7,-1,
7911,3018,0.6691202521324158,V,30,40,8,-1,
5676,3716,0.668830394744873,V,30,40,8,-1,
6486,5320,0.668524980545044,H,40,30,0,-1,
4698,5271,0.6679128408432007,H,40,30,1,-1,
5920,3773,0.6678852438926697,H,40,30,1,-1,
4644,3773,0.6675572395324707,V,30,40,5,-1,
5515,4516,0.6674938797950745,V,30,40,8,-1,
4391,5926,0.6662144064903259,H,40,30,8,-1,
4227,3068,0.66597580909729,H,40,30,4,-1,
6692,6799,0.6657643914222717,V,30,40,7,-1,
4422,8057,0.6647175550460815,V,30,40,6,-1,
5775,6859,0.6644283533096313,H,40,30,1,-1,
6615,4473,0.6641885638237,H,40,30,8,-1,
8084,3072,0.6636890172958374,H,40,30,3,-1,
4383,6798,0.6635457873344421,V,30,40,7,-1,
4075,6849,0.6630604863166809,V,30,40,1,-1,
6439,4524,0.6629856824874878,V,30,40,5,-1,
5873,7099,0.6629112958908081,H,40,30,8,-1,
6764,6857,0.6625210046768188,H,40,30,8,-1,
4134,5220,0.6623804569244385,H,40,30,8,-1,
5586,5221,0.6612585186958313,H,40,30,8,-1,
3920,5927,0.660829484462738,H,40,30,8,-1,
4365,3071,0.6600362062454224,H,40,30,3,-1,
3959,3928,0.6599304676055908,H,40,30,8,-1,
7673,6799,0.6590093970298767,V,30,40,7,-1,
7801,3012,0.6587840914726257,V,30,40,7,-1,
4705,3060,0.6583040356636047,V,30,40,8,-1,
4226,3774,0.6574012637138367,H,40,30,8,-1,
8281,7041,0.6571423411369324,V,30,40,6,-1,
4552,6907,0.6571118831634521,H,40,30,8,-1,
5176,3017,0.656080424785614,V,30,40,8,-1,
4247,5264,0.6560682654380798,V,30,40,5,-1,
8490,5024,0.6560196876525879,V,30,40,0,-1,
6006,5215,0.6556053757667542,V,30,40,7,-1,
6054,6856,0.6554695963859558,V,30,40,5,-1,
5780,7099,0.6554613709449768,H,40,30,8,-1,
7781,5220,0.6552484631538391,H,40,30,8,-1,
7313,4527,0.6542923450469971,H,40,30,3,-1,
6244,7098,0.6537342071533203,H,40,30,8,-1,
5993,6855,0.6535055637359619,V,30,40,8,-1,
6330,6848,0.6524434685707092,V,30,40,8,-1,
8050,3717,0.651763379573822,V,30,40,8,-1,
6308,7833,0.6514869332313538,H,40,30,8,-1,
4491,4471,0.6512084603309631,H,40,30,8,-1,
5661,6907,0.6510849595069885,H,40,30,8,-1,
4663,5220,0.6508147716522217,V,30,40,8,-1,
5878,4466,0.6504285931587219,V,30,40,7,-1,
5315,5221,0.6503778100013733,H,40,30,8,-1,
9556,2450,0.71,V,30,40,-2,-1,MUX
2200,3120,0.71,H,40,30,-2,-1,VCC_1
2200,4576,0.71,H,40,30,-2,-1,VCC_2
2200,5108,0.71,H,40,30,-2,-1,VCC_3
2200,6032,0.71,H,40,30,-2,-1,VCC_4
2200,7176,0.71,H,40,30,-2,-1,VCC_5
2156,2724,0.71,H,40,30,-2,-1,BD1
2156,5295,0.71,H,40,30,-2,-1,BWR
2200,8070,0.71,H,40,30,-2,-1,DMA
3564,8052,0.71,H,40,30,-2,-1,BUVRQ_N
4420,8048,0.71,H,40,30,-2,-1,EOVEN_N
5408,8052,0.71,H,40,30,-2,-1,VETRST_N
6288,8052,0.71,H,40,30,-2,-1,GVD
9356,6745,0.71,H,40,30,-2,-1,GVD_1
9356,5909,0.71,H,40,30,-2,-1,GVD_2
9356,5081,0.71,H,40,30,-2,-1,GVD_3
9356,4412,0.71,H,40,30,-2,-1,GVD_4
9356,3288,0.71,H,40,30,-2,-1,GVD_5
9356,2956,0.71,H,40,30,-2,-1,GVD_6
9700,8010,0.71,H,40,30,-2,-1,AUXROMCV_N
9620,8060,0.71,H,40,30,-2,-1,ADDRBUFEV_N
9420,7520,0.71,H,40,30,-2,-1,BOOTROMCV_N
9680,2780,0.71,H,40,30,-2,-1,BM1
9612,2736,0.71,H,40,30,-2,-1,BPHI
